170217 190405.016|CONFIG|Thread-3|setFileHandlers|Now logging to /home/pc-65304/桌面/acm-day-2/pc2/bin/logs directory.
170217 200010.641|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 64 QUEUED_FOR_COMPUTER_JUDGEMENT 48 min 2905933ms from TEAM26 @ site 1 id Run-83167870911233502 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200010.642|INFO|Thread-37|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #713 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200010.642|INFO|Thread-37|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #713 ) handlePacket
170217 200010.642|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200010.642|INFO|Thread-37|dumpPacket|    To: TEAM26 @ site 1
170217 200010.642|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 64 QUEUED_FOR_COMPUTER_JUDGEMENT 48 min 2905933ms from TEAM26 @ site 1 id Run-83167870911233502 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200011.215|INFO|Thread-38|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #717 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200011.215|INFO|Thread-38|dumpPacket|Packet RUN_JUDGEMENT (Seq #717 ) recieveObject
170217 200011.216|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200011.216|INFO|Thread-38|dumpPacket|    To: TEAM26 @ site 1
170217 200011.217|INFO|Thread-38|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 200011.217|INFO|Thread-38|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord-7243667729661802949
170217 200011.218|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 64 JUDGED 48 min 2905933ms from TEAM26 @ site 1 id Run-83167870911233502 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200011.218|INFO|Thread-38|info|handlePacket start Packet[RUN_JUDGEMENT] #717 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200011.219|INFO|Thread-38|dumpPacket|Packet RUN_JUDGEMENT (Seq #717 ) handlePacket
170217 200011.219|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200011.220|INFO|Thread-38|dumpPacket|    To: TEAM26 @ site 1
170217 200011.220|INFO|Thread-38|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 200011.220|INFO|Thread-38|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord-7243667729661802949
170217 200011.220|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 64 JUDGED 48 min 2905933ms from TEAM26 @ site 1 id Run-83167870911233502 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200012.034|INFO|Thread-38|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #717 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200012.610|INFO|Thread-37|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #713 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200932.972|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 200932.974|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #12 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 200932.975|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #12 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 200932.992|INFO|Thread-40|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #839 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200932.992|INFO|Thread-40|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #839 ) recieveObject
170217 200932.992|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200932.992|INFO|Thread-40|dumpPacket|    To: TEAM26 @ site 1
170217 200932.993|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 85 QUEUED_FOR_COMPUTER_JUDGEMENT 57 min 3468294ms from TEAM26 @ site 1 id Run-5695498675170273298 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200932.993|INFO|Thread-40|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #839 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200932.993|INFO|Thread-40|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #839 ) handlePacket
170217 200932.993|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200932.993|INFO|Thread-40|dumpPacket|    To: TEAM26 @ site 1
170217 200932.993|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 85 QUEUED_FOR_COMPUTER_JUDGEMENT 57 min 3468294ms from TEAM26 @ site 1 id Run-5695498675170273298 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200933.528|INFO|Thread-41|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #843 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200933.528|INFO|Thread-41|dumpPacket|Packet RUN_JUDGEMENT (Seq #843 ) recieveObject
170217 200933.528|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200933.529|INFO|Thread-41|dumpPacket|    To: TEAM26 @ site 1
170217 200933.529|INFO|Thread-41|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 200933.529|INFO|Thread-41|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--6636506199016501252
170217 200933.529|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 85 JUDGED 57 min 3468294ms from TEAM26 @ site 1 id Run-5695498675170273298 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200933.529|INFO|Thread-41|info|handlePacket start Packet[RUN_JUDGEMENT] #843 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200933.529|INFO|Thread-41|dumpPacket|Packet RUN_JUDGEMENT (Seq #843 ) handlePacket
170217 200933.529|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 200933.529|INFO|Thread-41|dumpPacket|    To: TEAM26 @ site 1
170217 200933.529|INFO|Thread-41|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 200933.530|INFO|Thread-41|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--6636506199016501252
170217 200933.530|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 85 JUDGED 57 min 3468294ms from TEAM26 @ site 1 id Run-5695498675170273298 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 200934.010|INFO|Thread-41|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #843 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 200934.588|INFO|Thread-40|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #839 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 201336.954|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 201336.955|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #13 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 201336.955|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #13 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 201336.982|INFO|Thread-43|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #929 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 201336.983|INFO|Thread-43|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #929 ) recieveObject
170217 201336.983|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 201336.983|INFO|Thread-43|dumpPacket|    To: TEAM26 @ site 1
170217 201336.984|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 QUEUED_FOR_COMPUTER_JUDGEMENT 61 min 3712282ms from TEAM26 @ site 1 id Run--540557716453375778 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 201336.984|INFO|Thread-43|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #929 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 201336.984|INFO|Thread-43|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #929 ) handlePacket
170217 201336.985|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 201336.985|INFO|Thread-43|dumpPacket|    To: TEAM26 @ site 1
170217 201336.985|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 QUEUED_FOR_COMPUTER_JUDGEMENT 61 min 3712282ms from TEAM26 @ site 1 id Run--540557716453375778 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 201337.500|INFO|Thread-44|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #933 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 201337.501|INFO|Thread-44|dumpPacket|Packet RUN_JUDGEMENT (Seq #933 ) recieveObject
170217 201337.501|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 201337.501|INFO|Thread-44|dumpPacket|    To: TEAM26 @ site 1
170217 201337.501|INFO|Thread-44|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 201337.501|INFO|Thread-44|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--203806632463003494
170217 201337.501|INFO|Thread-44|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 JUDGED 61 min 3712282ms from TEAM26 @ site 1 id Run--540557716453375778 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 201337.502|INFO|Thread-44|info|handlePacket start Packet[RUN_JUDGEMENT] #933 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 201337.502|INFO|Thread-44|dumpPacket|Packet RUN_JUDGEMENT (Seq #933 ) handlePacket
170217 201337.502|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 201337.502|INFO|Thread-44|dumpPacket|    To: TEAM26 @ site 1
170217 201337.502|INFO|Thread-44|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 201337.502|INFO|Thread-44|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--203806632463003494
170217 201337.502|INFO|Thread-44|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 JUDGED 61 min 3712282ms from TEAM26 @ site 1 id Run--540557716453375778 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 201339.228|INFO|Thread-44|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #933 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 201339.594|INFO|Thread-43|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #929 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203708.205|INFO|Thread-45|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1372 SERVER0 @ site 1 -> SERVER0 @ site 0
170217 203708.206|INFO|Thread-45|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1372 ) recieveObject
170217 203708.206|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203708.207|INFO|Thread-45|dumpPacket|    To: SERVER0 @ site 0
170217 203708.207|INFO|Thread-45|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 6 ANSWERED from TEAM44 @ site 1 at 82 id=Clarification-6216430528323034759
170217 203708.208|INFO|Thread-45|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE7 @ site 1
170217 203708.208|INFO|Thread-45|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String 一個輸出一行，結束沒有空行
170217 203708.208|INFO|Thread-45|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1372 SERVER0 @ site 1 -> SERVER0 @ site 0
170217 203708.209|INFO|Thread-45|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1372 ) handlePacket
170217 203708.209|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203708.210|INFO|Thread-45|dumpPacket|    To: SERVER0 @ site 0
170217 203708.210|INFO|Thread-45|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 6 ANSWERED from TEAM44 @ site 1 at 82 id=Clarification-6216430528323034759
170217 203708.210|INFO|Thread-45|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE7 @ site 1
170217 203708.211|INFO|Thread-45|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String 一個輸出一行，結束沒有空行
170217 203711.472|INFO|Thread-45|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1372 SERVER0 @ site 1 -> SERVER0 @ site 0
170217 203843.283|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B GNU C++ file: /home/pc-65304/桌面/pb.cpp
170217 203843.284|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #14 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 203843.284|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #14 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 203843.317|INFO|Thread-47|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1423 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203843.317|INFO|Thread-47|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1423 ) recieveObject
170217 203843.317|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203843.317|INFO|Thread-47|dumpPacket|    To: TEAM26 @ site 1
170217 203843.317|INFO|Thread-47|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 QUEUED_FOR_COMPUTER_JUDGEMENT 86 min 5218633ms from TEAM26 @ site 1 id Run--2402919779050195715 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203843.317|INFO|Thread-47|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1423 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203843.318|INFO|Thread-47|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1423 ) handlePacket
170217 203843.318|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203843.318|INFO|Thread-47|dumpPacket|    To: TEAM26 @ site 1
170217 203843.318|INFO|Thread-47|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 QUEUED_FOR_COMPUTER_JUDGEMENT 86 min 5218633ms from TEAM26 @ site 1 id Run--2402919779050195715 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203844.490|INFO|Thread-48|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1433 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203844.490|INFO|Thread-48|dumpPacket|Packet RUN_JUDGEMENT (Seq #1433 ) recieveObject
170217 203844.490|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203844.491|INFO|Thread-48|dumpPacket|    To: TEAM26 @ site 1
170217 203844.491|INFO|Thread-48|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 203844.492|INFO|Thread-48|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE5 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--7842316849234552638
170217 203844.492|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 JUDGED 86 min 5218633ms from TEAM26 @ site 1 id Run--2402919779050195715 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203844.492|INFO|Thread-48|info|handlePacket start Packet[RUN_JUDGEMENT] #1433 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203844.493|INFO|Thread-48|dumpPacket|Packet RUN_JUDGEMENT (Seq #1433 ) handlePacket
170217 203844.493|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203844.494|INFO|Thread-48|dumpPacket|    To: TEAM26 @ site 1
170217 203844.494|INFO|Thread-48|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 203844.494|INFO|Thread-48|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE5 @ site 1 judgement No - Wrong Answer--5081699565526526792 id JudgementRecord--7842316849234552638
170217 203844.495|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 JUDGED 86 min 5218633ms from TEAM26 @ site 1 id Run--2402919779050195715 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203845.228|INFO|Thread-48|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1433 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203845.859|INFO|Thread-47|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1423 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203950.877|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for B GNU C++ file: /home/pc-65304/桌面/pb.cpp
170217 203950.879|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #15 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 203950.880|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #15 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 203950.909|INFO|Thread-50|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1486 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203950.909|INFO|Thread-50|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1486 ) recieveObject
170217 203950.910|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203950.910|INFO|Thread-50|dumpPacket|    To: TEAM26 @ site 1
170217 203950.910|INFO|Thread-50|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 187 QUEUED_FOR_COMPUTER_JUDGEMENT 88 min 5286229ms from TEAM26 @ site 1 id Run-7844118942261944686 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203950.911|INFO|Thread-50|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1486 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203950.911|INFO|Thread-50|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1486 ) handlePacket
170217 203950.911|INFO|Thread-50|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203950.912|INFO|Thread-50|dumpPacket|    To: TEAM26 @ site 1
170217 203950.912|INFO|Thread-50|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 187 QUEUED_FOR_COMPUTER_JUDGEMENT 88 min 5286229ms from TEAM26 @ site 1 id Run-7844118942261944686 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203951.587|INFO|Thread-51|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1490 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203951.588|INFO|Thread-51|dumpPacket|Packet RUN_JUDGEMENT (Seq #1490 ) recieveObject
170217 203951.588|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203951.589|INFO|Thread-51|dumpPacket|    To: TEAM26 @ site 1
170217 203951.590|INFO|Thread-51|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 203951.590|INFO|Thread-51|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-514536612572032599 id JudgementRecord--4110364507430646194
170217 203951.591|INFO|Thread-51|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 187 JUDGED 88 min 5286229ms from TEAM26 @ site 1 id Run-7844118942261944686 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203951.592|INFO|Thread-51|info|handlePacket start Packet[RUN_JUDGEMENT] #1490 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203951.592|INFO|Thread-51|dumpPacket|Packet RUN_JUDGEMENT (Seq #1490 ) handlePacket
170217 203951.593|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 203951.594|INFO|Thread-51|dumpPacket|    To: TEAM26 @ site 1
170217 203951.594|INFO|Thread-51|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170217 203951.595|INFO|Thread-51|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-514536612572032599 id JudgementRecord--4110364507430646194
170217 203951.596|INFO|Thread-51|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 187 JUDGED 88 min 5286229ms from TEAM26 @ site 1 id Run-7844118942261944686 problem B-2210666279894129597 lang GNU C++-162031913540604745
170217 203952.213|INFO|Thread-51|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1490 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 203952.643|INFO|Thread-50|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1486 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210441.408|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for C GNU C++ file: /home/pc-65304/桌面/pc.cpp
170217 210441.410|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #16 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 210441.411|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #16 TEAM26 @ site 1 -> SERVER0 @ site 1
170217 210441.449|INFO|Thread-53|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2267 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210441.450|INFO|Thread-53|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2267 ) recieveObject
170217 210441.450|INFO|Thread-53|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210441.451|INFO|Thread-53|dumpPacket|    To: TEAM26 @ site 1
170217 210441.452|INFO|Thread-53|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 307 QUEUED_FOR_COMPUTER_JUDGEMENT 112 min 6776784ms from TEAM26 @ site 1 id Run-6093244128191977460 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210441.452|INFO|Thread-53|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2267 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210441.453|INFO|Thread-53|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2267 ) handlePacket
170217 210441.454|INFO|Thread-53|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
170217 210441.454|INFO|Thread-53|dumpPacket|    To: TEAM26 @ site 1
170217 210441.455|INFO|Thread-53|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 307 QUEUED_FOR_COMPUTER_JUDGEMENT 112 min 6776784ms from TEAM26 @ site 1 id Run-6093244128191977460 problem C-631763551279222310 lang GNU C++-162031913540604745
170217 210442.060|INFO|Thread-54|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2271 SERVER0 @ site 1 -> TEAM26 @ site 1
170217 210442.060|INFO|Thread-54|dumpPacket|Packet RUN_JUDGEMENT (Seq #2271 ) recieveObject
170217 210442.061|INFO|Thread-54|dumpPacket|  From: SERVER0 @ site 1 (pc65304-BM1AF-BP1AF-BM6AF @ 127.0.1.1) (Contest Id: Default--8846158816767237246)
